id,recommended_place,state,budget_preference,original_budget_preference,budget_changed,budget_confidence,budget_audit_reason,activity_interest,trip_duration,group_type,transportation_preference,accommodation_preference,destination_type,category,record_type,rating_imputed,price_myr_imputed,price_range_imputed,place_name,city,rating,rating_was_imputed,price_myr,price_range,duration,latitude,longitude,booking_link,source,original_recommended_place,original_place_name,original_category,original_destination_type,original_activity_interest,original_price_range,original_price_range_imputed,include_for_generator,price_basis_clean,data_quality_flags,display_name,is_famous,has_real_website
7547,F.M.S Bar And Restaurant,Perak,Moderate,Premium,True,low,unknown_price_food_or_dining_keyword,Food,2-3 Days,Family,Car/Self-Drive,Resort/Luxury Hotel,Food & Culinary,Food & Dining,attraction,4.3,,Unknown,F.M.S Bar And Restaurant,,,True,,Unknown,,4.5986205,101.0778749,https://www.google.com/maps/search/F.M.S+Bar+And+Restaurant+Perak,OSM,F.M.S Bar And Restaurant,F.M.S Bar And Restaurant,Sightseeing & Tours,Food & Culinary,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,F.M.S Bar And Restaurant,False,False
7548,Gua Teluk Kelawar,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Group of Friends,Public Transport,Boutique Hotel,Beach & Island,Heritage & Museum,attraction,4.5,,Unknown,Gua Teluk Kelawar,,,True,,Unknown,,5.1252149,100.9765005,https://www.google.com/maps/search/Gua+Teluk+Kelawar+Perak,OSM,Gua Teluk Kelawar,Gua Teluk Kelawar,Heritage & Museum,Beach & Island,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gua Teluk Kelawar,False,False
7549,Galeri Puo,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Group of Friends,Taxi/Grab,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Galeri Puo,,,True,,Unknown,,4.5874428,101.1249075,https://www.google.com/maps/search/Galeri+Puo+Perak,OSM,Galeri Puo,Galeri Puo,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Galeri Puo,False,False
7550,Geological Museum Ipoh,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Tour Bus,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Geological Museum Ipoh,,,True,,Unknown,,4.597758,101.1193626,https://www.google.com/maps/search/Geological+Museum+Ipoh+Perak,OSM,Geological Museum Ipoh,Geological Museum Ipoh,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Geological Museum Ipoh,False,False
7551,Gerbang Malam,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Group of Friends,Public Transport,Mid-range Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Gerbang Malam,,,True,,Unknown,,4.5964402,101.084715,https://www.google.com/maps/search/Gerbang+Malam+Perak,OSM,Gerbang Malam,Gerbang Malam,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gerbang Malam,False,False
7552,Giant Peanuts,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Tour Bus,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Giant Peanuts,,,True,,Unknown,,4.5684267,101.0506891,https://www.google.com/maps/search/Giant+Peanuts+Perak,OSM,Giant Peanuts,Giant Peanuts,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Giant Peanuts,False,False
7553,Gopeng Museum,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Taxi/Grab,Homestay,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Gopeng Museum,,,True,,Unknown,,4.4739699,101.1668145,https://www.google.com/maps/search/Gopeng+Museum+Perak,OSM,Gopeng Museum,Gopeng Museum,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gopeng Museum,False,False
7554,Fresh Market,Perak,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Shopping,1 Day,Family,Public Transport,Homestay,City & Urban,Shopping,attraction,4.3,,Unknown,Fresh Market,,,True,,Unknown,,4.8515698,100.7399504,https://www.google.com/maps/search/Fresh+Market+Perak,OSM,Fresh Market,Fresh Market,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Fresh Market,False,False
7555,Gopeng Museum - Heritage House,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Taxi/Grab,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Gopeng Museum - Heritage House,,,True,,Unknown,,4.4741033,101.1675959,https://www.google.com/maps/search/Gopeng+Museum+-+Heritage+House+Perak,OSM,Gopeng Museum - Heritage House,Gopeng Museum - Heritage House,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gopeng Museum - Heritage House,False,False
7556,Gua Azan,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Tour Bus,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Gua Azan,,,True,,Unknown,,4.2222578,101.4138401,https://www.google.com/maps/search/Gua+Azan+Perak,OSM,Gua Azan,Gua Azan,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gua Azan,False,False
7557,Gua Harimau,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Public Transport,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Gua Harimau,,,True,,Unknown,,5.1485508,100.9807842,https://www.google.com/maps/search/Gua+Harimau+Perak,OSM,Gua Harimau,Gua Harimau,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gua Harimau,False,False
7558,Gua Kajang,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Group of Friends,Tour Bus,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Gua Kajang,,,True,,Unknown,,5.1264016,100.9809687,https://www.google.com/maps/search/Gua+Kajang+Perak,OSM,Gua Kajang,Gua Kajang,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gua Kajang,False,False
7559,Gua Matsoorat,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Family,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Gua Matsoorat,,,True,,Unknown,,4.6282546,101.0991526,https://www.google.com/maps/search/Gua+Matsoorat+Perak,OSM,Gua Matsoorat,Gua Matsoorat,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Gua Matsoorat,False,False
7560,Ferret Scout Car,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Ferret Scout Car,,,True,,Unknown,,5.4332945,101.1229519,https://www.google.com/maps/search/Ferret+Scout+Car+Perak,OSM,Ferret Scout Car,Ferret Scout Car,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Ferret Scout Car,False,False
7561,Fantasy House Trick Art,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Group of Friends,Public Transport,Mid-range Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Fantasy House Trick Art,,,True,,Unknown,,4.5964495,101.0773515,https://www.google.com/maps/search/Fantasy+House+Trick+Art+Perak,OSM,Fantasy House Trick Art,Fantasy House Trick Art,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Fantasy House Trick Art,False,False
7562,Fish Nursery,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Solo,Car/Self-Drive,Mid-range Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.2,,Unknown,Fish Nursery,,,True,,Unknown,,4.8485055,100.6246468,https://www.google.com/maps/search/Fish+Nursery+Perak,OSM,Fish Nursery,Fish Nursery,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Fish Nursery,False,False
7563,Former Port Weld Ktm Station Signboard,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Public Transport,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Former Port Weld Ktm Station Signboard,,,True,,Unknown,,4.8380043,100.6281885,https://www.google.com/maps/search/Former+Port+Weld+Ktm+Station+Signboard+Perak,OSM,Former Port Weld Ktm Station Signboard,Former Port Weld Ktm Station Signboard,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Former Port Weld Ktm Station Signboard,False,False
7564,Cangkat Ulu Denak,Perak,Budget,Moderate,True,low,unknown_price_category_default_nature,Nature,Half Day,Family,Tour Bus,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Cangkat Ulu Denak,,,True,,Unknown,,4.351693,101.022836,https://www.google.com/maps/search/Cangkat+Ulu+Denak+Perak,OSM,Cangkat Ulu Denak,Cangkat Ulu Denak,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Cangkat Ulu Denak,False,False
7565,Cara Rolando Cafe,Perak,Moderate,Premium,True,low,unknown_price_food_or_dining_keyword,Food,1 Day,Solo,Car/Self-Drive,Mid-range Hotel,Food & Culinary,Food & Dining,attraction,4.4,,Unknown,Cara Rolando Cafe,,,True,,Unknown,,4.5983062,101.0785532,https://www.google.com/maps/search/Cara+Rolando+Cafe+Perak,OSM,Cara Rolando Cafe,Cara Rolando Cafe,Sightseeing & Tours,Food & Culinary,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Cara Rolando Cafe,False,False
7566,Cangkat Lata,Perak,Budget,Moderate,True,low,unknown_price_category_default_nature,Nature,1 Day,Solo,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Cangkat Lata,,,True,,Unknown,,4.4365254,101.0211227,https://www.google.com/maps/search/Cangkat+Lata+Perak,OSM,Cangkat Lata,Cangkat Lata,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Cangkat Lata,False,False
7567,Hobbitoon Village,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,2-3 Days,Group of Friends,Public Transport,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Hobbitoon Village,,,True,,Unknown,,4.5675871,101.3302155,https://www.google.com/maps/search/Hobbitoon+Village+Perak,OSM,Hobbitoon Village,Hobbitoon Village,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Hobbitoon Village,False,False
7568,Lata Yuk,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Tour Bus,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,4.3,,Unknown,Lata Yuk,,,True,,Unknown,,4.3011357,101.2589553,https://www.google.com/maps/search/Lata+Yuk+Perak,OSM,Lata Yuk,Lata Yuk,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Yuk,False,False
7569,Ipoh Sign,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Family,Car/Self-Drive,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Ipoh Sign,,,True,,Unknown,,4.4774305,101.1733695,https://www.google.com/maps/search/Ipoh+Sign+Perak,OSM,Ipoh Sign,Ipoh Sign,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Ipoh Sign,False,False
7570,Ipoh Art Alexander Yong Studio,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Couple,Tour Bus,Boutique Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Ipoh Art Alexander Yong Studio,,,True,,Unknown,,4.5969359,101.0780228,https://www.google.com/maps/search/Ipoh+Art+Alexander+Yong+Studio+Perak,OSM,Ipoh Art Alexander Yong Studio,Ipoh Art Alexander Yong Studio,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Ipoh Art Alexander Yong Studio,False,False
7571,Ipoh Ink Body Art Tattoo Shop,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Car/Self-Drive,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Ipoh Ink Body Art Tattoo Shop,,,True,,Unknown,,4.5913017,101.0757267,https://www.google.com/maps/search/Ipoh+Ink+Body+Art+Tattoo+Shop+Perak,OSM,Ipoh Ink Body Art Tattoo Shop,Ipoh Ink Body Art Tattoo Shop,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Ipoh Ink Body Art Tattoo Shop,False,False
7572,Kampung Dew Firefly,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Group of Friends,Car/Self-Drive,Homestay,Eco & Wildlife,Nature & Outdoors,attraction,4.3,,Unknown,Kampung Dew Firefly,,,True,,Unknown,,4.9081418,100.6611467,https://www.google.com/maps/search/Kampung+Dew+Firefly+Perak,OSM,Kampung Dew Firefly,Kampung Dew Firefly,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Kampung Dew Firefly,False,False
7573,Island Pond,Perak,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Nature,1 Day,Solo,Boat,Mid-range Hotel,Beach & Island,Nature & Outdoors,attraction,4.2,,Unknown,Island Pond,,,True,,Unknown,,4.856384,100.7500276,https://www.google.com/maps/search/Island+Pond+Perak,OSM,Island Pond,Island Pond,Nature & Outdoors,Beach & Island,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Island Pond,False,False
7574,Japanese Carbide Factory Chimney,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Couple,Tour Bus,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.2,,Unknown,Japanese Carbide Factory Chimney,,,True,,Unknown,,4.3477465,101.1241726,https://www.google.com/maps/search/Japanese+Carbide+Factory+Chimney+Perak,OSM,Japanese Carbide Factory Chimney,Japanese Carbide Factory Chimney,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Japanese Carbide Factory Chimney,False,False
7575,Jeti Bagan Datuk,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Jeti Bagan Datuk,,,True,,Unknown,,3.9929512,100.7853363,https://www.google.com/maps/search/Jeti+Bagan+Datuk+Perak,OSM,Jeti Bagan Datuk,Jeti Bagan Datuk,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Jeti Bagan Datuk,False,False
7576,Orang Utan Island,Perak,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Nature,1 Day,Couple,Boat,Resort/Luxury Hotel,Beach & Island,Nature & Outdoors,attraction,4.2,,Unknown,Orang Utan Island,,,True,,Unknown,,5.0089466,100.675722,https://www.google.com/maps/search/Orang+Utan+Island+Perak,OSM,Orang Utan Island,Orang Utan Island,Sightseeing & Tours,Beach & Island,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Orang Utan Island,False,False
7577,Pj-Boh Tea,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Couple,Car/Self-Drive,Boutique Hotel,Highland & Nature,Sightseeing & Tours,attraction,4.3,,Unknown,Pj-Boh Tea,,,True,,Unknown,,3.945971,101.4439164,https://www.google.com/maps/search/Pj-Boh+Tea+Perak,OSM,Pj-Boh Tea,Pj-Boh Tea,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Pj-Boh Tea,False,False
7578,Muzium Perlombongan Bijih Timah Kinta,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Family,Taxi/Grab,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Muzium Perlombongan Bijih Timah Kinta,,,True,,Unknown,,4.3258987,101.1465162,https://www.google.com/maps/search/Muzium+Perlombongan+Bijih+Timah+Kinta+Perak,OSM,Muzium Perlombongan Bijih Timah Kinta,Muzium Perlombongan Bijih Timah Kinta,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Muzium Perlombongan Bijih Timah Kinta,False,False
7579,Muzium Telegraf Taiping,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Family,Tour Bus,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Muzium Telegraf Taiping,,,True,,Unknown,,4.8551826,100.7415801,https://www.google.com/maps/search/Muzium+Telegraf+Taiping+Perak,OSM,Muzium Telegraf Taiping,Muzium Telegraf Taiping,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Muzium Telegraf Taiping,False,False
7580,Nz Studio Empire,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Car/Self-Drive,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Nz Studio Empire,,,True,,Unknown,,4.562175,101.1076172,https://www.google.com/maps/search/Nz+Studio+Empire+Perak,OSM,Nz Studio Empire,Nz Studio Empire,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Nz Studio Empire,False,False
7581,Kekabu Falls,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Family,Tour Bus,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Kekabu Falls,,,True,,Unknown,,5.0504374,100.9416434,https://www.google.com/maps/search/Kekabu+Falls+Perak,OSM,Kekabu Falls,Kekabu Falls,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kekabu Falls,False,False
7582,Kemuning Rock,Perak,Budget,Moderate,True,low,unknown_price_category_default_nature,Nature,1 Day,Family,Public Transport,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,,Unknown,Kemuning Rock,,,True,,Unknown,,4.8343796,101.0542732,https://www.google.com/maps/search/Kemuning+Rock+Perak,OSM,Kemuning Rock,Kemuning Rock,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kemuning Rock,False,False
7583,Kledang Viewing Platform,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Group of Friends,Public Transport,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Kledang Viewing Platform,,,True,,Unknown,,4.5817454,101.0243881,https://www.google.com/maps/search/Kledang+Viewing+Platform+Perak,OSM,Kledang Viewing Platform,Kledang Viewing Platform,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kledang Viewing Platform,False,False
7584,Oblong Pond,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Solo,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Oblong Pond,,,True,,Unknown,,4.8563188,100.7493738,https://www.google.com/maps/search/Oblong+Pond+Perak,OSM,Oblong Pond,Oblong Pond,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Oblong Pond,False,False
7585,Old House Museum,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Tour Bus,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Old House Museum,,,True,,Unknown,,4.8519697,100.7394045,https://www.google.com/maps/search/Old+House+Museum+Perak,OSM,Old House Museum,Old House Museum,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Old House Museum,False,False
7586,Lata Tebing Tinggi,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Couple,Public Transport,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.4,,Unknown,Lata Tebing Tinggi,,,True,,Unknown,,5.2064612,100.7807639,https://www.google.com/maps/search/Lata+Tebing+Tinggi+Perak,OSM,Lata Tebing Tinggi,Lata Tebing Tinggi,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Tebing Tinggi,False,False
7587,Lata Ulu Chepor,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Solo,Tour Bus,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Lata Ulu Chepor,,,True,,Unknown,,4.7097645,101.0690109,https://www.google.com/maps/search/Lata+Ulu+Chepor+Perak,OSM,Lata Ulu Chepor,Lata Ulu Chepor,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Ulu Chepor,False,False
7588,Koo S Art Gallery,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Solo,Public Transport,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Koo S Art Gallery,,,True,,Unknown,,4.6113892,101.1110938,https://www.google.com/maps/search/Koo+S+Art+Gallery+Perak,OSM,Koo S Art Gallery,Koo S Art Gallery,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Koo S Art Gallery,False,False
7589,Kuala Gula Bird Sanctuary,Perak,Moderate,Premium,True,low,unknown_price_managed_nature_site_keyword,Sightseeing,1 Day,Couple,Car/Self-Drive,Mid-range Hotel,Eco & Wildlife,Sightseeing & Tours,attraction,4.2,,Unknown,Kuala Gula Bird Sanctuary,,,True,,Unknown,,4.9432024,100.4700018,https://www.google.com/maps/search/Kuala+Gula+Bird+Sanctuary+Perak,OSM,Kuala Gula Bird Sanctuary,Kuala Gula Bird Sanctuary,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kuala Gula Bird Sanctuary,False,False
7590,Kuala Sepetang,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Family,Car/Self-Drive,Homestay,Heritage & Culture,Sightseeing & Tours,attraction,4.2,,Unknown,Kuala Sepetang,,,True,,Unknown,,4.8347706,100.627392,https://www.google.com/maps/search/Kuala+Sepetang+Perak,OSM,Kuala Sepetang,Kuala Sepetang,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kuala Sepetang,False,False
7591,Laman Bemban Raya,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Couple,Public Transport,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Laman Bemban Raya,,,True,,Unknown,,4.4667322,101.0143508,https://www.google.com/maps/search/Laman+Bemban+Raya+Perak,OSM,Laman Bemban Raya,Laman Bemban Raya,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Laman Bemban Raya,False,False
7592,Lotus Bay,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Solo,Tour Bus,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Lotus Bay,,,True,,Unknown,,4.8513743,100.7473498,https://www.google.com/maps/search/Lotus+Bay+Perak,OSM,Lotus Bay,Lotus Bay,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lotus Bay,False,False
7593,Lubuk Timah Falls,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Family,Car/Self-Drive,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,4.3,,Unknown,Lubuk Timah Falls,,,True,,Unknown,,4.5583134,101.1651207,https://www.google.com/maps/search/Lubuk+Timah+Falls+Perak,OSM,Lubuk Timah Falls,Lubuk Timah Falls,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lubuk Timah Falls,False,False
7594,Laman Dekorasi Kitar Semula Manjung,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Laman Dekorasi Kitar Semula Manjung,,,True,,Unknown,,4.2001573,100.6607992,https://www.google.com/maps/search/Laman+Dekorasi+Kitar+Semula+Manjung+Perak,OSM,Laman Dekorasi Kitar Semula Manjung,Laman Dekorasi Kitar Semula Manjung,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Laman Dekorasi Kitar Semula Manjung,False,False
